radius,lambda_0,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8,lambda_9,lambda_10,lambda_11,lambda_12,lambda_13,lambda_14,lambda_15,lambda_16,lambda_17,lambda_18,lambda_19,lambda_20,lambda_21,lambda_22,lambda_23,lambda_24,lambda_25,lambda_26,lambda_27,lambda_28,lambda_29,lambda_30,lambda_31,lambda_32,lambda_33,lambda_34,lambda_35,lambda_36,lambda_37,lambda_38,lambda_39,lambda_40,lambda_41,lambda_42,lambda_43,lambda_44,lambda_45,lambda_46,lambda_47,lambda_48,lambda_49,lambda_50,lambda_51,lambda_52,lambda_53,lambda_54,lambda_55,lambda_56
1.090000000000000080e+00,5.081027946025313408e-02,9.932153913063740402e-02,9.590838835096690551e-02,9.471238539840008686e-02,9.376152083373461010e-02,8.999676757709593189e-02,8.908160309504374597e-02,8.230950016376480105e-02,7.979767490948345976e-02,7.392199921882867952e-02,6.813240471050506508e-02,6.014791165478990814e-02,4.933717758659055680e-02,4.030319583110302667e-02,1.393419748169815592e-02,8.674321248538406648e-07,7.397211337632732369e-08,1.846142886280614312e-08,7.199664716425294592e-09,3.445960364976865652e-09,1.895221353226568539e-09,1.153441083043185017e-09,7.354178338352113098e-10,5.014346789351808997e-10,3.448575505021755916e-10,2.509552600449271864e-10,1.819453407381210752e-10,1.333099221290101610e-10,1.057300080820056110e-10,8.738005458086561816e-11,7.511532194859338318e-11,6.554394874069835453e-11,5.765885360310696317e-11,5.153546556516119814e-11,4.583940995880886327e-11,4.191384045393320434e-11,3.861535830679274639e-11,3.569436846789786344e-11,3.308060704705628741e-11,3.073955738390476977e-11,2.865189162315484595e-11,2.678242697062849231e-11,2.512678953792146785e-11,2.364977528049316824e-11,2.237146015313107306e-11,2.133282396218905141e-11,2.089020276208053417e-11,1.993479600143066577e-11,1.847010521957570539e-11,1.901362915853951896e-11,1.809869441815603608e-11,1.780294314746022621e-11,1.758884704550212064e-11,1.745577987710689172e-11,1.688649220454863098e-11,1.630871826474589170e-11,3.696931649699308764e-12
1.100000000000000089e+00,5.052068555077609407e-02,9.912573628115189939e-02,9.568024312366268935e-02,9.465133601794062379e-02,9.309412262462483934e-02,9.188812089792249005e-02,8.547516010759245719e-02,8.386860499399216573e-02,7.927323932137503304e-02,7.385287698212293639e-02,6.788867643772375504e-02,5.797034420402346483e-02,5.154242451692256366e-02,4.172112011879145627e-02,1.323110149241026913e-02,1.011258966548679328e-06,7.783740845654999935e-08,1.861859408608843094e-08,7.348279983849335538e-09,3.556935136158441077e-09,2.000570057352065931e-09,1.229083411978006135e-09,8.003674129702931239e-10,5.468429042920774918e-10,3.819035955532346094e-10,2.740633275877257802e-10,2.070515564556174581e-10,1.528304288678228318e-10,1.164108393014728904e-10,9.660296867997075765e-11,8.318872327106596742e-11,7.288137801597649457e-11,6.441659011757749909e-11,5.725700051887813724e-11,5.130519403415134683e-11,4.575805674037619619e-11,4.186296296594671507e-11,3.865580826354492183e-11,3.584144775675007777e-11,3.332299074263606053e-11,3.107746319400833679e-11,2.906605999723060885e-11,2.730286136065629421e-11,2.577769334793922340e-11,2.457319731811319352e-11,2.371842652837408139e-11,2.269380777047969033e-11,2.172060220486521365e-11,2.033952650401515960e-11,2.098460207683450207e-11,1.978508416128343939e-11,1.931219073547651988e-11,1.893220823168118017e-11,1.930113707748759566e-11,1.818201492143067810e-11,1.763827278677965182e-11,4.396483177515619900e-12
1.110000000000000098e+00,5.022930370140504808e-02,9.891454516145999076e-02,9.545966167548723680e-02,9.446765883780847139e-02,9.282499919134458433e-02,9.185293793527540829e-02,8.523585913819448079e-02,8.361653206570654473e-02,7.908917606260784661e-02,7.360409703482480304e-02,6.555093254495908406e-02,6.015201991609804566e-02,5.181712050097639355e-02,4.283937515808682733e-02,1.249292660337867310e-02,1.217122655618638432e-06,9.084692265674731437e-08,2.122997262844052092e-08,8.203104554046385718e-09,4.024762858412115132e-09,2.281837334792351062e-09,1.401167109638459807e-09,9.207619456382681866e-10,6.280332157104773216e-10,4.473346693067981050e-10,3.233332837582203467e-10,2.508655921884539453e-10,1.853232844961638648e-10,1.408415467585300007e-10,1.133310684880983743e-10,9.707331715801820193e-11,8.657501419321450564e-11,7.783536020030366875e-11,7.027932081508491552e-11,6.363618734761701924e-11,5.754942383502890935e-11,5.213386679688491662e-11,4.760252817129890200e-11,4.392916937398278106e-11,4.086936660678639616e-11,3.823300956563727496e-11,3.595715253866017813e-11,3.409048646943902555e-11,3.237883175282157272e-11,3.094031657263759602e-11,2.960830240922654455e-11,2.836254570030946782e-11,2.717943437587772015e-11,2.511453295762217097e-11,2.609999494090561867e-11,2.424431971371002192e-11,2.345964140179970792e-11,2.279131538444195693e-11,2.326178139000489864e-11,2.172572538539085940e-11,2.246788866067106483e-11,6.509404126830986570e-12
1.120000000000000107e+00,4.995773428661938464e-02,9.870536636989363233e-02,9.539724915495093049e-02,9.386702152993313397e-02,9.429799070147840134e-02,8.891399266359992226e-02,8.649288047909976795e-02,8.313396339294405746e-02,7.890924383622945071e-02,7.183409463391628169e-02,6.642563307512652782e-02,6.125869553633690734e-02,5.131882872773064347e-02,4.425035710539561989e-02,1.169786517921761644e-02,1.507793105496356084e-06,1.042865075666055883e-07,2.339089185728771290e-08,8.761499755287438886e-09,4.289394638856355597e-09,2.440561063383724430e-09,1.494191437354137897e-09,9.896492209168945842e-10,6.779112427662825624e-10,4.898054843660570867e-10,3.542801468858769454e-10,2.677243010618113317e-10,2.121554598666364200e-10,1.656961373663889958e-10,1.325859578377164283e-10,1.111210845561316773e-10,1.001756707100232013e-10,9.092982356656564846e-11,8.283903380965074170e-11,7.572639021923011082e-11,6.947075190501597608e-11,6.395766728728435879e-11,5.871757182036863032e-11,5.427217036240231107e-11,5.050404907648575747e-11,4.729044835848766892e-11,4.453821296143689601e-11,4.215642554006651666e-11,4.007860531082471645e-11,3.824002139246607257e-11,3.639877743828734413e-11,3.468589304667091255e-11,3.310669793865628208e-11,3.032075285291924160e-11,3.166267595333671636e-11,2.910266472255784720e-11,2.799446785495263157e-11,2.941562965430577492e-11,2.698902993453211607e-11,2.738582624561836099e-11,2.856005015816620585e-11,9.392153721421436785e-12
1.129999999999999893e+00,4.968158289512061149e-02,9.849955219243874960e-02,9.522224212850742553e-02,9.360173863172147057e-02,9.423059365319529090e-02,8.869152663890933486e-02,8.629251350916909702e-02,8.296364512456003149e-02,7.867984784666959275e-02,6.913383809339294916e-02,6.877209600582920301e-02,6.131573526290562404e-02,5.092849019768905250e-02,4.427685516556419121e-02,1.275159178690751793e-02,1.432885630863787727e-06,9.979590293897383834e-08,2.176024005981230649e-08,8.241637027292601347e-09,4.031270276876877320e-09,2.262320153247391295e-09,1.390359387516693079e-09,9.229809436270969281e-10,6.253719443335969963e-10,4.462622979484187624e-10,3.229635586743384579e-10,2.404132309896667152e-10,1.922880465965448593e-10,1.516369252385629807e-10,1.228765214578153575e-10,1.016083120419786212e-10,8.875476222025557860e-11,8.044818283758914390e-11,7.329993383098365456e-11,6.703150274428582023e-11,6.153527297089733672e-11,5.671191836455202750e-11,5.248602615894049084e-11,4.876781877632963003e-11,4.549144177676267553e-11,4.255510614031843275e-11,4.000621535438231291e-11,3.769961643210195668e-11,3.561518050962386717e-11,3.372917136562625373e-11,3.200954432069913480e-11,3.042855117180165436e-11,2.897387017808394916e-11,2.639043150676201321e-11,2.763489090340520704e-11,2.526505393785072329e-11,2.679116650750046347e-11,2.467458290640600627e-11,2.415817459272551204e-11,2.507751645230982263e-11,2.613080585245342036e-11,9.214795593237568028e-12
1.139999999999999902e+00,4.941425015828031231e-02,9.830305656806123671e-02,9.506056244165955738e-02,9.334624657722205565e-02,9.415100063174733358e-02,8.848669894955425719e-02,8.609320131935442599e-02,8.272202285353766338e-02,7.580160736090914286e-02,7.223964907862033547e-02,6.877535125955738793e-02,6.007300321365896534e-02,5.609575881442229600e-02,3.560526972704000648e-02,1.721814834263563077e-02,2.054596517470684092e-06,2.216441016370912968e-07,5.893636182875996345e-08,2.447803946363025836e-08,1.256388697186931411e-08,7.172504921183807738e-09,4.454656628055837786e-09,2.912768025907508385e-09,1.977539691895568996e-09,1.367989155981463867e-09,9.743963951674983193e-10,6.797765267352318119e-10,5.001813130345311720e-10,3.913389681753365323e-10,3.077502142012633612e-10,2.477598252427493097e-10,2.089247681108519217e-10,1.778434795263184043e-10,1.609602624796924175e-10,1.460907367301089721e-10,1.327226254246860471e-10,1.207547607913472820e-10,1.101414103150955004e-10,1.007716395138441579e-10,9.251973557937442916e-11,8.524547213950572910e-11,7.881910445498019335e-11,7.312132420823208578e-11,6.803642935496179156e-11,6.346470354454125662e-11,5.932494773208674133e-11,5.558126875415680956e-11,5.216481760439428683e-11,4.647048024164490698e-11,4.911479209446234506e-11,4.994290744853024933e-11,4.596880211552023532e-11,4.373969242355002507e-11,4.529360914107272151e-11,4.708972795031129976e-11,4.912457940431380621e-11,1.836308882730008918e-11
1.149999999999999911e+00,4.917192581185307609e-02,9.825532225121527685e-02,9.442055862888219797e-02,9.534988027124424725e-02,9.030423749531978073e-02,9.018672012835841911e-02,8.560986115151361653e-02,8.217235373483887384e-02,7.455559261824008799e-02,7.418955727166030856e-02,6.784020347215352631e-02,6.484143591018716457e-02,4.751754288820884964e-02,4.014573857242288019e-02,1.698375845567417011e-02,2.597515427374213508e-06,2.207472129806985706e-07,5.814553278444559647e-08,2.359172911525073070e-08,1.184049626404217077e-08,6.554467760645082963e-09,4.005968423572304343e-09,2.575617576855426805e-09,1.745920406512335710e-09,1.205105508439441309e-09,8.782106430960112675e-10,6.179872794054297458e-10,4.480886078850332410e-10,3.549955121529002611e-10,2.828078604633077475e-10,2.313386964630792519e-10,1.929084217670504198e-10,1.695780506034277879e-10,1.466449778449174790e-10,1.338343665491931178e-10,1.225862222061641083e-10,1.123350492487906749e-10,1.030410204318384093e-10,9.469735642885813987e-11,8.726599247366705059e-11,8.066479168650220188e-11,7.481301572708799752e-11,6.962890209067165714e-11,6.502380892840081694e-11,6.091695377297146052e-11,5.725155267401194070e-11,5.401088712560231375e-11,5.119474679252111748e-11,4.888168168848405770e-11,4.894725163379076704e-11,4.653064478860047259e-11,4.457300565967325934e-11,4.404872300245443739e-11,4.365477250523053243e-11,4.335693262746964649e-11,4.317089394301198979e-11,1.021893680785979086e-11
1.159999999999999920e+00,4.891680920439743507e-02,9.808936777042313870e-02,9.419262073282459735e-02,9.525641227028845692e-02,9.011949814005482118e-02,8.999307335264382368e-02,8.547133402556444937e-02,7.976031617346976410e-02,7.647512519810270581e-02,7.418334395866155173e-02,6.742420129217130409e-02,6.518517095158937735e-02,4.757572342631371382e-02,3.990549382974532822e-02,1.740654762461675553e-02,2.579199711948549129e-06,1.999863976468164731e-07,5.138018191504635339e-08,2.046426906688250257e-08,1.002192947782075102e-08,5.568623587639057182e-09,3.411564767339704540e-09,2.185533767417452422e-09,1.490710976100734220e-09,1.024886765732535565e-09,7.346506215866188683e-10,5.292984245341969540e-10,3.791963999744130120e-10,2.902340312527229571e-10,2.353712537372931735e-10,1.960782924914639125e-10,1.667519325745936420e-10,1.435612255972201073e-10,1.283378464264628427e-10,1.125070613929024521e-10,1.028848239242874385e-10,9.456706338145659529e-11,8.707646561266491059e-11,8.029641177225571580e-11,7.421167879436557646e-11,6.877107574815993773e-11,6.391763257996424530e-11,5.960194729252854540e-11,5.574689256222786771e-11,5.231478770149899926e-11,4.926760648754635596e-11,4.665556114190338999e-11,4.458017548863990598e-11,4.214450229772515044e-11,4.421540217292019292e-11,4.017233182392054847e-11,3.957931205000875252e-11,3.912129127592312017e-11,3.880590640492620480e-11,3.862112019081820335e-11,3.856823194148262246e-11,7.930323064897493168e-12
1.169999999999999929e+00,4.867325926212789228e-02,9.794281111633496018e-02,9.397983392927009016e-02,9.518332300894001563e-02,8.996145054420584541e-02,8.982789796639276125e-02,8.536838203379445988e-02,7.741390082735229161e-02,7.863762597746626337e-02,7.308109115499672459e-02,7.266450548381842012e-02,5.611041885724314671e-02,5.187712519068411049e-02,3.907970679860885144e-02,1.842240037115269735e-02,1.960337751917501361e-06,1.712624746970569900e-07,4.284514922252055342e-08,1.683606319390803943e-08,8.118508914815392462e-09,4.519899173582350383e-09,2.754902186100009783e-09,1.778367953894318450e-09,1.206278150606051583e-09,8.383022406127128845e-10,5.959770403828881444e-10,4.414693888232790187e-10,3.174882960699232370e-10,2.360435527593018890e-10,1.922091374950696263e-10,1.600908745846840731e-10,1.364990169505642115e-10,1.179022018904518632e-10,1.027206167347749499e-10,9.252050341135298339e-11,8.138613784638981663e-11,7.443812320012677120e-11,6.859041199597237792e-11,6.335940192642164348e-11,5.865596116455540354e-11,5.442382525547295735e-11,5.063139187425069743e-11,4.725091195048602977e-11,4.423537577902258988e-11,4.157319150391303175e-11,3.928206024350622272e-11,3.753531513384089635e-11,3.719735457152761882e-11,3.355317976586058570e-11,3.534432295448919348e-11,3.305043131535123635e-11,3.269163412200626340e-11,3.247937335748574128e-11,3.242146134896373155e-11,3.250816282829305237e-11,3.001236065225398875e-11,6.810885189167947829e-12
1.179999999999999938e+00,4.842403628424313267e-02,9.777547846667576648e-02,9.375143331817058223e-02,9.505665285208682314e-02,8.977640820639377905e-02,8.957819309067152624e-02,8.387294966396353912e-02,7.801903827241278566e-02,7.931284122047768670e-02,7.257593694458092104e-02,7.290191625489553240e-02,5.614469391855810704e-02,5.149257411451451522e-02,3.818006075169005226e-02,1.996807775302843202e-02,1.275879639326718264e-06,1.328178196180061939e-07,3.211835860722391583e-08,1.223166048213510825e-08,5.798056386048554885e-09,3.213319259974696789e-09,1.945329049213816164e-09,1.260474682013854389e-09,8.516936039889774768e-10,5.999757135338387726e-10,4.281899990826731894e-10,3.245077175723087848e-10,2.375044536040427090e-10,1.792894929741883914e-10,1.437367377898901566e-10,1.209824740389109365e-10,1.039824511217535274e-10,9.077496740395041286e-11,7.998820269333739574e-11,7.090481717389462979e-11,6.432997233865589415e-11,5.716264961375117082e-11,5.252066533414923022e-11,4.864301756529743059e-11,4.521170937632490450e-11,4.214048250975044319e-11,3.938692818075684166e-11,3.693020498782284555e-11,3.475406984768114604e-11,3.289104275397414234e-11,3.143782283110407860e-11,3.086525132700579377e-11,2.937261154786763306e-11,2.738735280227722058e-11,2.797667045945084752e-11,2.693633337214063062e-11,2.660545048160933845e-11,2.641120655511031146e-11,2.636491719387734634e-11,2.458389047887976631e-11,2.431092827048786376e-11,5.325573315673182151e-12
1.189999999999999947e+00,4.819465818199807072e-02,9.764177426946804572e-02,9.356347792605003433e-02,9.495507818450822646e-02,8.966854860102901892e-02,8.944102484869757841e-02,8.180573353811063098e-02,7.985025070609008679e-02,7.823811411879257049e-02,7.800575332558092045e-02,6.322312543904685944e-02,6.064518928278727489e-02,4.983850214217506319e-02,3.952257378773108704e-02,2.063531505572378452e-02,8.581338180041159992e-07,1.047924282860955361e-07,2.385535947688341669e-08,8.467882905351339939e-09,3.901765607396763709e-09,2.126697967456589976e-09,1.268919965847006837e-09,8.237811609343882041e-10,5.588529708444589517e-10,4.005875208368953055e-10,2.903691054961798912e-10,2.182432359831842916e-10,1.692438411637908757e-10,1.290395082453876796e-10,1.015129855175267437e-10,8.583861399458214692e-11,7.572358538820989082e-11,6.782006553573971530e-11,6.117030493246744527e-11,5.542017279119848538e-11,5.038519319648659955e-11,4.606004455880857718e-11,4.231885198172080642e-11,3.874441783027759989e-11,3.602942748835713527e-11,3.373254345122311815e-11,3.172327613272518665e-11,2.998213071044031341e-11,2.852764248786887613e-11,2.749179790068057017e-11,2.625670774553112707e-11,2.507677960140834716e-11,2.404433455723692381e-11,2.255957226582339104e-11,2.325368370081903890e-11,2.197471371534476248e-11,2.147312883060692457e-11,2.106887928010614530e-11,2.076285671170907676e-11,2.013807870460126992e-11,1.936988763828750848e-11,4.049482971169027223e-12
1.199999999999999956e+00,4.796295266472053870e-02,9.749651528369682185e-02,9.336441952233251462e-02,9.483026519895793038e-02,8.953973209516120912e-02,8.927218147436898066e-02,7.971681080205195169e-02,8.150025890867010347e-02,7.788810166361821719e-02,7.817724334107609141e-02,6.326864180964143769e-02,6.027436058919313083e-02,4.795637508791529557e-02,4.212071506541748001e-02,2.041088766938022742e-02,1.291294175107867285e-06,1.164910260787172821e-07,2.477171260474514750e-08,8.129995970175909765e-09,3.645009162054724076e-09,1.973115128613622468e-09,1.182217217242202689e-09,7.810110481520221581e-10,5.381076912183702099e-10,3.949218469606607940e-10,2.950649238830926890e-10,2.292256176539275714e-10,1.867327958926523479e-10,1.487592757309919023e-10,1.216552657223868295e-10,1.031247864879958342e-10,9.152042665383497422e-11,8.316662636342897486e-11,7.610072554758984253e-11,6.994220697401076769e-11,6.451803284332480182e-11,5.972833729342430509e-11,5.548978030539553075e-11,5.177160013625919932e-11,4.853387304678755121e-11,4.569864549709007351e-11,4.320405198963289672e-11,4.098732215174899496e-11,3.899777680958175369e-11,3.719897632113722263e-11,3.554349869983042254e-11,3.412690280108626739e-11,3.285538789817021854e-11,3.070653453729477178e-11,3.172285004127139985e-11,2.981558316211829762e-11,2.902674801907867419e-11,2.835608831075475678e-11,2.840909452128670409e-11,2.693422568311731879e-11,2.647550581547086779e-11,6.053657575222359810e-12
1.209999999999999964e+00,4.784889061175837122e-02,9.692270162377424059e-02,9.585817271204262469e-02,9.021515934387995539e-02,9.171452319613700166e-02,8.890838111437111835e-02,7.786785799071797853e-02,8.233061994279927687e-02,8.318072355323306855e-02,6.824747208128614795e-02,6.808175279052686157e-02,5.824348045817095976e-02,4.898557920955683154e-02,4.356087799864525462e-02,2.016891753329040637e-02,1.521196400507701814e-06,1.410382924063698756e-07,2.909489403802518448e-08,9.516885706602320810e-09,4.253715640234966532e-09,2.279365569066767877e-09,1.378364848799405740e-09,9.081290138282516189e-10,6.340476446826948109e-10,4.622998373005060557e-10,3.522544547718275965e-10,2.745725383168640121e-10,2.240029967071066608e-10,1.834380009002600787e-10,1.511033173584586109e-10,1.271638506300520888e-10,1.137656652910878918e-10,1.006982127890743151e-10,9.233024642150283734e-11,8.512325978642099056e-11,7.878204366000909897e-11,7.318907836013043011e-11,6.823334708156629600e-11,6.384540381727983605e-11,5.993980970744015868e-11,5.643663387642182394e-11,5.333221074509987558e-11,5.058256881385579662e-11,4.809869660221156862e-11,4.584353995593440367e-11,4.379646882516404632e-11,4.193915023207803183e-11,4.024331979853371100e-11,3.728212964043686739e-11,3.869751556955652871e-11,3.599771435797149977e-11,3.484395107514193235e-11,3.617800850563845927e-11,3.387291662437785789e-11,3.247770281877837562e-11,3.317594463037032426e-11,8.729239553417755815e-12
1.219999999999999973e+00,4.762759614031587818e-02,9.673814710679927431e-02,9.571856974831194353e-02,9.005487109085782982e-02,9.148902231725562773e-02,8.678528528267227815e-02,8.011626769963078876e-02,8.172687747954526793e-02,8.325028176719510842e-02,6.828833002793593954e-02,6.767268140667632992e-02,5.621684739639432049e-02,5.092421703222476531e-02,4.421318333191983502e-02,1.990031174623675680e-02,2.618565623784109973e-06,2.647869524414957920e-07,5.984315111291434286e-08,2.186435063601100922e-08,1.042040353983584494e-08,5.714950393346032720e-09,3.494745392000012801e-09,2.287130436429141156e-09,1.581898146545482331e-09,1.128729446714382689e-09,8.423133119814241176e-10,6.313372602484434992e-10,4.904362332913692057e-10,3.992071256897489206e-10,3.160733133555915231e-10,2.556302426681700268e-10,2.108650693291580502e-10,1.841940610453063343e-10,1.690951363306214539e-10,1.558735245911491152e-10,1.438217730673208017e-10,1.328620204306407704e-10,1.229925800962095028e-10,1.141534206570982146e-10,1.062736799061457516e-10,9.925932371499489315e-11,9.299951032794989692e-11,8.742468841959130654e-11,8.242420563079038559e-11,7.793020883554296896e-11,7.387182011930892855e-11,7.020264209366133823e-11,6.686685840445738549e-11,6.108052518633000361e-11,6.384204926865311158e-11,5.863919332743661172e-11,5.651186203020630572e-11,5.791091738094333863e-11,5.391780858593486769e-11,5.525093577096740205e-11,5.683246928622764926e-11,1.664907101073254125e-11
1.229999999999999982e+00,4.742311770557027656e-02,9.658284434848432576e-02,9.560730321389770969e-02,8.993618436765868362e-02,9.134499587592317948e-02,8.501464154136663398e-02,8.149050950482178424e-02,8.139301733617139434e-02,8.338135004351265867e-02,6.834166367592894864e-02,6.673926212347121301e-02,5.589431283753958091e-02,5.177509058674342746e-02,4.854147229704051242e-02,1.524239668025301024e-02,5.700163707300253516e-06,3.749156298706924282e-07,7.713950985956726822e-08,2.767121197543936467e-08,1.319817996095845277e-08,7.238969936356723540e-09,4.476162931185933809e-09,2.953030303143658331e-09,2.071717354573232150e-09,1.492120012616671154e-09,1.132832123246219069e-09,8.523487089739933964e-10,6.641280927977000204e-10,5.524287277625106185e-10,4.469106473781181421e-10,3.700061645961483237e-10,3.119653320393656060e-10,2.729279866345302175e-10,2.416408254046764625e-10,2.234712970228258655e-10,2.074094056225828098e-10,1.927108056465343111e-10,1.793133428198978585e-10,1.671765352019571882e-10,1.562300531998683795e-10,1.463870578574666403e-10,1.375316466614706634e-10,1.295522989016792414e-10,1.223269337387311584e-10,1.157670413524936048e-10,1.097706101363393749e-10,1.042854457303232785e-10,9.924240075565027297e-11,9.042347773324799221e-11,9.463040073764972249e-11,8.679249853538184567e-11,8.947688076577087202e-11,8.333659717169039638e-11,8.339598716461393835e-11,8.528690947917638709e-11,8.757626568378640286e-11,2.729694248415626134e-11
1.239999999999999991e+00,4.721832130954632667e-02,9.641908861109155238e-02,9.548428276155923600e-02,8.980830669110977105e-02,9.119168631291135751e-02,8.325571495196926186e-02,8.284055306953666542e-02,8.105052041580582123e-02,8.342522784585697238e-02,6.837733289023652239e-02,6.451478307823503566e-02,5.793633366802410783e-02,5.118576620315209991e-02,4.903628580924403180e-02,1.566034445812805945e-02,6.534993855148749523e-06,3.578384333364647935e-07,7.357860325639371245e-08,2.551974657794313782e-08,1.175813157858818573e-08,6.419283806146898821e-09,3.970579200255090410e-09,2.616970616229306879e-09,1.852200097723216698e-09,1.338953763835304400e-09,1.006256288363371887e-09,7.824171996059781087e-10,6.142791345031817229e-10,5.009154896429279802e-10,4.266189346235904623e-10,3.601544132370015916e-10,3.093522070451992789e-10,2.690828037818504548e-10,2.444480650884428563e-10,2.182092735669716177e-10,2.028031440698407906e-10,1.892000028869134098e-10,1.768238402921618047e-10,1.655390043792115407e-10,1.552814743108199558e-10,1.459641856167703811e-10,1.375015908425258893e-10,1.298116380013536464e-10,1.227748892135283043e-10,1.163160999809176310e-10,1.103534407950745866e-10,1.048517748319932608e-10,9.975880364831990477e-11,9.104918555213892262e-11,9.511806620121632250e-11,9.399073533367108269e-11,8.787162577433837995e-11,8.608583019608512243e-11,8.751224397918200282e-11,8.940644752319926170e-11,9.172949899660665096e-11,3.044714480537891177e-11
1.250000000000000000e+00,4.704222331772336951e-02,9.631029351372791258e-02,9.542242173838705321e-02,8.975157417137677451e-02,9.113744622343622481e-02,8.175425295728060149e-02,8.324053806943267075e-02,8.671790919907501616e-02,7.325966770970708530e-02,7.312960135773131920e-02,6.212648761703644384e-02,5.887322059328273238e-02,5.989431596698954752e-02,3.367797797007059807e-02,2.317438097432728342e-02,8.316574478607003380e-06,3.434249687561032815e-07,7.689124766028523038e-08,2.947955870956792524e-08,1.445923313484537753e-08,8.269849417541280320e-09,5.200874822469800027e-09,3.464214041169234870e-09,2.415883585413572399e-09,1.737827863817348328e-09,1.274389867939040855e-09,9.709052520290306632e-10,7.211835573173175362e-10,5.531496233279753483e-10,4.573693646037213512e-10,3.779887722266117578e-10,3.204791466926426580e-10,2.756853044461049507e-10,2.394543990175135306e-10,2.182045217256900482e-10,1.921002142080130426e-10,1.773502456003939187e-10,1.645474295014492938e-10,1.529098583863408578e-10,1.422982912058223803e-10,1.326580902419327579e-10,1.239210886683217439e-10,1.160212646442171369e-10,1.088593694353878760e-10,1.023628889984529167e-10,9.645162966920306502e-11,9.114348165084606990e-11,8.644429616566640107e-11,8.456305447546164089e-11,8.265981302213454285e-11,7.937325015999752154e-11,7.677858869514775364e-11,7.734158972982907443e-11,7.830858878010715785e-11,7.966951404148048255e-11,8.140170482118236350e-11,2.739891646896808197e-11
1.260000000000000009e+00,4.684409260950432585e-02,9.614950223359033932e-02,9.529760056513864042e-02,8.962697003187766742e-02,9.098240086702419349e-02,8.006764725600305777e-02,8.430852297964845643e-02,8.669285400034532074e-02,7.327706442391686281e-02,7.212680011956197623e-02,6.166794692783798132e-02,5.992380585275459276e-02,6.020864777581106525e-02,3.407699588284354014e-02,2.295410007364814126e-02,9.777434078341542246e-06,3.788198989854182791e-07,8.428568702810841179e-08,3.228513322359537034e-08,1.567682830053737479e-08,8.968191662724251702e-09,5.616754727988393370e-09,3.746548713629005434e-09,2.601884876822502246e-09,1.878977251568159090e-09,1.378312439875850615e-09,1.068464851317063591e-09,7.921180933401217317e-10,6.019238857346564942e-10,4.750357468497057312e-10,4.029556757711993953e-10,3.429019880540895571e-10,2.969707205840999009e-10,2.601910353838832179e-10,2.298193412918897449e-10,2.099981785685933744e-10,1.865942842946277658e-10,1.722626583478686912e-10,1.600184030420281900e-10,1.490042663906954168e-10,1.390051936403513544e-10,1.299403588200798154e-10,1.217602615954938017e-10,1.143841646834148351e-10,1.077736018918057370e-10,1.018889081178669942e-10,9.688256013412610557e-11,9.305737604103914151e-11,8.741280464220901880e-11,9.149134835156891299e-11,8.432574636393214140e-11,8.281621829281382574e-11,8.158854841733287344e-11,8.065064588391734901e-11,7.998677067910797689e-11,7.957199482655497036e-11,1.553318584868179641e-11
1.270000000000000018e+00,4.664601318752711195e-02,9.599637300145437424e-02,9.510778396074370811e-02,8.952755934388995085e-02,8.954825461256402108e-02,8.116478656090972410e-02,8.418103278146056578e-02,8.661773489823569594e-02,7.332564171347588644e-02,6.993002235735809591e-02,6.359645280410923529e-02,5.935208556957908416e-02,6.063982970949098605e-02,3.440478325505097468e-02,2.281880168525375271e-02,7.437962415270945841e-06,3.242919955616886022e-07,6.999885617244568817e-08,2.632139471066865095e-08,1.274457157764418173e-08,7.298110129332870667e-09,4.546456817738821904e-09,3.035630156600810543e-09,2.098297669189501391e-09,1.517377193078345288e-09,1.100302242547368525e-09,8.218987261610077866e-10,6.347513764604073572e-10,4.827032731857805459e-10,3.779383750401876796e-10,3.176654356229491327e-10,2.710030463926038635e-10,2.360088686981232087e-10,2.079381770936361562e-10,1.846534591898318922e-10,1.648550115862512655e-10,1.508749327729097534e-10,1.348382325933039638e-10,1.244475061196181898e-10,1.157932590957477803e-10,1.081340611670811303e-10,1.012567156857824280e-10,9.508737200403238887e-11,8.958918459520126554e-11,8.481082676425888423e-11,8.093353201163444588e-11,7.974905805174792306e-11,7.596313768981621806e-11,6.961094726901442820e-11,7.226897514667554590e-11,6.825828617607054838e-11,6.719888534512108436e-11,6.645396385951407581e-11,6.600506946563555744e-11,6.584634226758367959e-11,6.187227466480926807e-11,1.257921544706164241e-11
